chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness	Stripiness
chr19	29248600.0	29249000.0	chr19	29240201.0	29248601.0	8400.0	400.0	164.0	1.9523809523809523	95.0%	0.0	146195.0	146294.0	4.0	6.0	42.0	2.0	1.0	452	29247800	29250000	0.0116459845843469	0.2833333333333333	0.2833333333333333
chr19	29299000.0	29299400.0	chr19	29290601.0	29303001.0	12400.0	400.0	213.0	1.717741935483871	95.0%	0.0	146447.0	146546.0	4.0	6.0	62.0	2.0	1.0	453	29298200	29300400	0.1257655598550066	0.5659340659340659	0.5659340659340659
chr19	29381600.0	29382000.0	chr19	29373201.0	29382401.0	9200.0	400.0	267.0	2.902173913043478	95.0%	0.0	146860.0	146959.0	4.0	6.0	46.0	2.0	2.0	454	29380800	29383000	4.4661737896270214e-06	0.4957264957264957	0.49572649572649574
chr19	29406800.0	29407200.0	chr19	29398401.0	29411001.0	12600.0	400.0	379.0	3.007936507936508	95.0%	0.0	146986.0	147085.0	4.0	6.0	63.0	2.0	2.0	455	29406000	29408200	0.0913655841935058	0.6157635467980296	0.6157635467980296
chr19	29484000.0	29484400.0	chr19	29475601.0	29488201.0	12600.0	400.0	354.0	2.8095238095238093	95.0%	0.0	147372.0	147471.0	4.0	6.0	63.0	2.0	2.0	456	29483200	29485400	5.554225763657428e-05	0.6742857142857143	0.6742857142857143
chr19	29496200.0	29496600.0	chr19	29487801.0	29498201.0	10400.0	400.0	334.0	3.2115384615384617	95.0%	0.0	147433.0	147532.0	4.0	6.0	52.0	2.0	2.0	457	29495400	29497600	4.176177066315353e-06	0.5439469320066335	0.5439469320066335
chr19	29528200.0	29528600.0	chr19	29519601.0	29532201.0	12600.0	400.0	423.0	3.357142857142857	95.0%	0.0	147593.0	147692.0	4.0	5.0	63.0	2.0	2.0	458	29527400	29529600	4.6356726168784594e-11	0.4885057471264368	0.4885057471264368
chr19	29539400.0	29539800.0	chr19	29531001.0	29544801.0	13800.0	400.0	345.0	2.5	95.0%	0.0	147649.0	147748.0	4.0	6.0	69.0	2.0	2.0	459	29538600	29540800	4.2461817592776296e-05	0.6758893280632411	0.6758893280632411
chr19	29546200.0	29546600.0	chr19	29537801.0	29550601.0	12800.0	400.0	320.0	2.5	95.0%	0.0	147683.0	147782.0	4.0	6.0	64.0	2.0	2.0	460	29545400	29547600	0.1029832132913228	0.6165703275529865	0.6165703275529865
chr19	29600800.0	29601200.0	chr19	29592401.0	29605401.0	13000.0	400.0	347.0	2.669230769230769	95.0%	0.0	147956.0	148055.0	4.0	6.0	65.0	2.0	2.0	461	29600000	29602200	0.0880461093663714	0.5957446808510638	0.5957446808510638
chr19	29636400.0	29636800.0	chr19	29628001.0	29641001.0	13000.0	400.0	462.0	3.5538461538461537	95.0%	0.0	148134.0	148233.0	4.0	6.0	65.0	2.0	2.0	462	29635600	29637800	0.0038648669769196	0.6333789329685362	0.6333789329685362
chr19	29663000.0	29663400.0	chr19	29654601.0	29665001.0	10400.0	400.0	742.0	7.134615384615385	95.0%	0.0	148267.0	148366.0	4.0	6.0	52.0	2.0	2.0	463	29662200	29664400	1.154235441927278e-06	0.6047269763651182	0.6047269763651182
chr19	29664400.0	29664800.0	chr19	29656001.0	29669601.0	13600.0	400.0	803.0	5.904411764705882	95.0%	0.0	148274.0	148373.0	4.0	6.0	68.0	2.0	2.0	464	29663600	29665800	7.252878116957294e-12	0.688622754491018	0.688622754491018
chr19	29665000.0	29665400.0	chr19	29656601.0	29669401.0	12800.0	400.0	963.0	7.5234375	95.0%	0.0	148277.0	148376.0	4.0	6.0	64.0	2.0	2.0	465	29664200	29666400	7.984217939194793e-29	0.6142490372272144	0.6142490372272144
chr19	29672800.0	29673200.0	chr19	29664401.0	29677601.0	13200.0	400.0	514.0	3.893939393939394	95.0%	0.0	148316.0	148415.0	4.0	6.0	66.0	2.0	2.0	466	29672000	29674200	0.2437313177777214	0.6268292682926829	0.6268292682926829
chr19	29680200.0	29680600.0	chr19	29677401.0	29686001.0	8600.0	400.0	576.0	6.6976744186046515	95.0%	0.0	148353.0	148452.0	4.0	34.0	43.0	2.0	2.0	467	29679400	29681600	0.0075913856865271	0.6252653927813163	0.6252653927813163
chr19	29694200.0	29694600.0	chr19	29685801.0	29701001.0	15200.0	400.0	441.0	2.901315789473684	95.0%	0.0	148423.0	148522.0	4.0	6.0	76.0	2.0	2.0	468	29693400	29695600	0.0018713731805239	0.5625	0.5625
chr19	29705600.0	29706000.0	chr19	29697201.0	29708601.0	11400.0	400.0	394.0	3.456140350877193	95.0%	0.0	148480.0	148579.0	4.0	6.0	57.0	2.0	2.0	469	29704800	29707000	0.0980361792770857	0.5801526717557252	0.5801526717557252
chr19	29713600.0	29714000.0	chr19	29705201.0	29715401.0	10200.0	400.0	451.0	4.421568627450981	95.0%	0.0	148520.0	148619.0	4.0	6.0	51.0	2.0	2.0	470	29712800	29715000	0.0717877409581812	0.5676020408163265	0.5676020408163265
chr19	29714600.0	29715000.0	chr19	29706201.0	29716401.0	10200.0	400.0	668.0	6.549019607843137	95.0%	0.0	148525.0	148624.0	4.0	6.0	51.0	2.0	2.0	471	29713800	29716000	1.384276410052805e-15	0.5628227194492255	0.5628227194492255
chr19	29715400.0	29715800.0	chr19	29707001.0	29718801.0	11800.0	400.0	631.0	5.3474576271186445	95.0%	0.0	148529.0	148628.0	4.0	6.0	59.0	2.0	2.0	472	29714600	29716800	2.877636091848585e-07	0.5513608428446005	0.5513608428446005
chr19	29724000.0	29724400.0	chr19	29715601.0	29728601.0	13000.0	400.0	458.0	3.523076923076923	95.0%	0.0	148572.0	148671.0	4.0	6.0	65.0	2.0	2.0	473	29723200	29725400	0.1279444812732453	0.5949197860962567	0.5949197860962567
chr19	29731400.0	29731800.0	chr19	29723001.0	29736601.0	13600.0	400.0	383.0	2.8161764705882355	95.0%	0.0	148609.0	148708.0	4.0	6.0	68.0	2.0	2.0	474	29730600	29732800	0.941965078158797	0.5324858757062146	0.5324858757062146
chr19	29746400.0	29746800.0	chr19	29738001.0	29752001.0	14000.0	400.0	495.0	3.5357142857142856	95.0%	0.0	148684.0	148783.0	4.0	6.0	70.0	2.0	2.0	475	29745600	29747800	0.0647698992913014	0.6172069825436409	0.6172069825436409
chr19	29752400.0	29752800.0	chr19	29744001.0	29754201.0	10200.0	400.0	463.0	4.53921568627451	95.0%	0.0	148714.0	148813.0	4.0	6.0	51.0	2.0	2.0	476	29751600	29753800	0.0018040479477992	0.4702058504875406	0.47020585048754066
chr19	29754400.0	29754800.0	chr19	29746001.0	29759801.0	13800.0	400.0	585.0	4.239130434782608	95.0%	0.0	148724.0	148823.0	4.0	6.0	69.0	2.0	2.0	477	29753600	29755800	3.16108586297923e-05	0.6083769633507854	0.6083769633507854
chr19	29766600.0	29767000.0	chr19	29763201.0	29771401.0	8200.0	400.0	511.0	6.2317073170731705	95.0%	0.0	148785.0	148884.0	4.0	31.0	41.0	2.0	2.0	478	29765800	29768000	0.0014141197301459	0.616945107398568	0.616945107398568
chr19	29768000.0	29768400.0	chr19	29759601.0	29770801.0	11200.0	400.0	535.0	4.776785714285714	95.0%	0.0	148792.0	148891.0	4.0	6.0	56.0	2.0	2.0	479	29767200	29769400	0.0689653877044402	0.6338862559241706	0.6338862559241706
chr19	29771600.0	29772000.0	chr19	29763201.0	29775801.0	12600.0	400.0	507.0	4.023809523809524	95.0%	0.0	148810.0	148909.0	4.0	6.0	63.0	2.0	2.0	480	29770800	29773000	0.0156788143958315	0.5706214689265536	0.5706214689265536
chr19	29777600.0	29778000.0	chr19	29769201.0	29783801.0	14600.0	400.0	613.0	4.198630136986301	95.0%	0.0	148840.0	148939.0	4.0	6.0	73.0	2.0	2.0	481	29776800	29779000	0.0147630264728273	0.6655773420479303	0.6655773420479303
chr19	29791400.0	29791800.0	chr19	29783001.0	29793401.0	10400.0	400.0	447.0	4.298076923076923	95.0%	0.0	148909.0	149008.0	4.0	6.0	52.0	2.0	2.0	482	29790600	29792800	0.0098551444124055	0.5359712230215827	0.5359712230215827
chr19	29795800.0	29796200.0	chr19	29787401.0	29804801.0	17400.0	400.0	527.0	3.028735632183908	95.0%	0.0	148931.0	149030.0	4.0	6.0	87.0	2.0	2.0	483	29795000	29797200	0.237555057845106	0.6550868486352357	0.6550868486352357
chr19	29805200.0	29805600.0	chr19	29796801.0	29811401.0	14600.0	400.0	522.0	3.5753424657534247	95.0%	0.0	148978.0	149077.0	4.0	6.0	73.0	2.0	2.0	484	29804400	29806600	0.1068818930359678	0.6692506459948321	0.6692506459948321
chr19	29811000.0	29811400.0	chr19	29802601.0	29815601.0	13000.0	400.0	755.0	5.8076923076923075	95.0%	0.0	149007.0	149106.0	4.0	6.0	65.0	2.0	2.0	485	29810200	29812400	2.9507686246834413e-33	0.6813681368136814	0.6813681368136814
chr19	29812600.0	29813000.0	chr19	29804201.0	29819601.0	15400.0	400.0	409.0	2.655844155844156	95.0%	0.0	149015.0	149114.0	4.0	6.0	77.0	2.0	2.0	486	29811800	29814000	0.8259053706138564	0.6071964017991005	0.6071964017991005
chr19	29823600.0	29824000.0	chr19	29815201.0	29830201.0	15000.0	400.0	527.0	3.513333333333333	95.0%	0.0	149070.0	149169.0	4.0	6.0	75.0	2.0	2.0	487	29822800	29825000	0.0124188432948005	0.676923076923077	0.676923076923077
chr19	29837600.0	29838000.0	chr19	29829201.0	29844201.0	15000.0	400.0	602.0	4.013333333333334	95.0%	0.0	149140.0	149239.0	4.0	6.0	75.0	2.0	2.0	488	29836800	29839000	0.0015754399756074	0.6925754060324826	0.6925754060324826
chr19	29851600.0	29852000.0	chr19	29843201.0	29856201.0	13000.0	400.0	461.0	3.546153846153846	95.0%	0.0	149210.0	149309.0	4.0	6.0	65.0	2.0	2.0	489	29850800	29853000	0.005184756342196	0.6386554621848739	0.6386554621848739
chr19	29858000.0	29858400.0	chr19	29849601.0	29864001.0	14400.0	400.0	621.0	4.3125	95.0%	0.0	149242.0	149341.0	4.0	6.0	72.0	2.0	2.0	490	29857200	29859400	3.8663856523443424e-05	0.601161665053243	0.601161665053243
chr19	29863600.0	29864000.0	chr19	29855201.0	29868001.0	12800.0	400.0	456.0	3.5625	95.0%	0.0	149270.0	149369.0	4.0	6.0	64.0	2.0	2.0	491	29862800	29865000	0.0158098900541993	0.6165311653116531	0.6165311653116531
chr19	29865200.0	29865600.0	chr19	29856801.0	29866601.0	9800.0	400.0	318.0	3.2448979591836733	95.0%	0.0	149278.0	149377.0	4.0	6.0	49.0	2.0	1.0	492	29864400	29866600	0.0225751620607298	0.4976152623211446	0.49761526232114467
chr19	29867400.0	29867800.0	chr19	29859001.0	29871201.0	12200.0	400.0	396.0	3.2459016393442623	95.0%	0.0	149289.0	149388.0	4.0	6.0	61.0	2.0	1.0	493	29866600	29868800	0.0232281142286174	0.5852941176470589	0.5852941176470589
chr19	29872200.0	29872600.0	chr19	29863801.0	29873601.0	9800.0	400.0	566.0	5.775510204081633	95.0%	0.0	149313.0	149412.0	4.0	6.0	49.0	2.0	2.0	494	29871400	29873600	0.0006155312510519	0.4340962904498816	0.4340962904498816
chr19	29873600.0	29874000.0	chr19	29865201.0	29878401.0	13200.0	400.0	680.0	5.151515151515151	95.0%	0.0	149320.0	149419.0	4.0	6.0	66.0	2.0	2.0	495	29872800	29875000	0.003371381002345	0.5048255382331106	0.5048255382331106
chr19	29878400.0	29878800.0	chr19	29870001.0	29880001.0	10000.0	400.0	375.0	3.75	95.0%	0.0	149344.0	149443.0	4.0	6.0	50.0	2.0	2.0	496	29877600	29879800	0.2009223971003239	0.5182584269662921	0.5182584269662921
chr19	29882400.0	29882800.0	chr19	29874001.0	29888601.0	14600.0	400.0	509.0	3.4863013698630136	95.0%	0.0	149364.0	149463.0	4.0	6.0	73.0	2.0	2.0	497	29881600	29883800	0.0046116562003352	0.6492346938775511	0.6492346938775511
chr19	29904000.0	29904400.0	chr19	29895601.0	29904801.0	9200.0	400.0	263.0	2.858695652173913	95.0%	0.0	149472.0	149571.0	4.0	6.0	46.0	2.0	1.0	498	29903200	29905400	0.0102604279123426	0.3646616541353383	0.36466165413533835
chr19	29924400.0	29924800.0	chr19	29921601.0	29927201.0	5600.0	400.0	292.0	5.214285714285714	95.0%	0.0	149574.0	149673.0	4.0	34.0	28.0	2.0	2.0	499	29923600	29925800	0.0182296649028718	0.5076660988074957	0.5076660988074957
chr19	29926600.0	29927000.0	chr19	29918201.0	29927401.0	9200.0	400.0	273.0	2.967391304347826	95.0%	0.0	149585.0	149684.0	4.0	6.0	46.0	2.0	2.0	500	29925800	29928000	0.000457843118838	0.4605504587155963	0.46055045871559636
chr19	29928000.0	29928400.0	chr19	29919601.0	29931801.0	12200.0	400.0	344.0	2.819672131147541	95.0%	0.0	149592.0	149691.0	4.0	6.0	61.0	2.0	1.0	501	29927200	29929400	0.0001003443255273	0.5806451612903226	0.5806451612903226
chr19	29942400.0	29942800.0	chr19	29934001.0	29948401.0	14400.0	400.0	365.0	2.5347222222222223	95.0%	0.0	149664.0	149763.0	4.0	6.0	72.0	2.0	2.0	502	29941600	29943800	0.5339737814920947	0.5382308845577212	0.5382308845577212
chr19	29943600.0	29944000.0	chr19	29935201.0	29947401.0	12200.0	400.0	227.0	1.860655737704918	95.0%	0.0	149670.0	149769.0	4.0	6.0	61.0	2.0	1.0	503	29942800	29945000	0.8497039966498163	0.5549872122762148	0.5549872122762148
chr19	30019400.0	30019800.0	chr19	30011001.0	30024201.0	13200.0	400.0	349.0	2.643939393939394	95.0%	0.0	150049.0	150148.0	4.0	6.0	66.0	2.0	1.0	504	30018600	30020800	0.0153605598747654	0.6432532347504621	0.6432532347504621
chr19	30024600.0	30025000.0	chr19	30016201.0	30028201.0	12000.0	400.0	264.0	2.2	95.0%	0.0	150075.0	150174.0	4.0	6.0	60.0	2.0	1.0	505	30023800	30026000	0.0206886921747404	0.5743243243243243	0.5743243243243243
chr19	30043800.0	30044200.0	chr19	30035401.0	30046401.0	11000.0	400.0	238.0	2.1636363636363636	95.0%	0.0	150171.0	150270.0	4.0	6.0	55.0	2.0	1.0	506	30043000	30045200	0.709418043085621	0.579746835443038	0.579746835443038
chr19	30053600.0	30054000.0	chr19	30047401.0	30059201.0	11800.0	400.0	470.0	3.983050847457627	95.0%	0.0	150220.0	150319.0	4.0	17.0	59.0	2.0	2.0	507	30052800	30055000	5.359794199250157e-19	0.6401617250673854	0.6401617250673854
chr19	30059600.0	30060000.0	chr19	30051201.0	30064001.0	12800.0	400.0	366.0	2.859375	95.0%	0.0	150250.0	150349.0	4.0	6.0	64.0	2.0	2.0	508	30058800	30061000	0.0710684618376022	0.621160409556314	0.621160409556314
chr19	30061200.0	30061600.0	chr19	30052801.0	30062401.0	9600.0	400.0	416.0	4.333333333333333	95.0%	0.0	150258.0	150357.0	4.0	6.0	48.0	2.0	2.0	509	30060400	30062600	0.0019098161023738	0.4606741573033708	0.4606741573033708
chr19	30070200.0	30070600.0	chr19	30061801.0	30072001.0	10200.0	400.0	405.0	3.9705882352941178	95.0%	0.0	150303.0	150402.0	4.0	6.0	51.0	2.0	2.0	510	30069400	30071600	0.0154245548947532	0.5327978580990629	0.5327978580990629
chr19	30073800.0	30074200.0	chr19	30069601.0	30075401.0	5800.0	400.0	378.0	6.517241379310345	95.0%	0.0	150321.0	150420.0	4.0	27.0	29.0	2.0	2.0	511	30073000	30075200	0.0999143045842972	0.53	0.53
chr19	30103800.0	30104200.0	chr19	30095401.0	30105601.0	10200.0	400.0	349.0	3.42156862745098	95.0%	0.0	150471.0	150570.0	4.0	6.0	51.0	2.0	2.0	512	30103000	30105200	0.0097309777688074	0.5328125	0.5328125
chr19	30112200.0	30112600.0	chr19	30103801.0	30118801.0	15000.0	400.0	384.0	2.56	95.0%	0.0	150513.0	150612.0	4.0	6.0	75.0	2.0	2.0	513	30111400	30113600	0.0046878273605336	0.6404682274247492	0.6404682274247492
chr19	30113000.0	30113400.0	chr19	30104601.0	30115401.0	10800.0	400.0	254.0	2.3518518518518516	95.0%	0.0	150517.0	150616.0	4.0	6.0	54.0	2.0	2.0	514	30112200	30114400	0.4645419638997748	0.5450643776824035	0.5450643776824035
chr19	30127200.0	30127600.0	chr19	30118801.0	30132201.0	13400.0	400.0	339.0	2.529850746268657	95.0%	0.0	150588.0	150687.0	4.0	6.0	67.0	2.0	2.0	515	30126400	30128600	0.0701435727575386	0.6119133574007221	0.6119133574007221
chr19	30132000.0	30132400.0	chr19	30123601.0	30137401.0	13800.0	400.0	411.0	2.9782608695652173	95.0%	0.0	150612.0	150711.0	4.0	6.0	69.0	2.0	2.0	516	30131200	30133400	0.0265927581555643	0.6549520766773163	0.6549520766773163
chr19	30146200.0	30146600.0	chr19	30137801.0	30147401.0	9600.0	400.0	334.0	3.4791666666666665	95.0%	0.0	150683.0	150782.0	4.0	6.0	48.0	2.0	2.0	517	30145400	30147600	1.421635282338472e-05	0.4402730375426621	0.4402730375426621
chr19	30152600.0	30153000.0	chr19	30144201.0	30154201.0	10000.0	400.0	256.0	2.56	95.0%	0.0	150715.0	150814.0	4.0	6.0	50.0	2.0	2.0	518	30151800	30154000	0.2423710799153993	0.5165289256198347	0.5165289256198347
chr19	30155400.0	30155800.0	chr19	30147001.0	30159601.0	12600.0	400.0	275.0	2.1825396825396823	95.0%	0.0	150729.0	150828.0	4.0	6.0	63.0	2.0	2.0	519	30154600	30156800	0.3329123627297309	0.5822510822510822	0.5822510822510822
chr19	30167200.0	30167600.0	chr19	30158801.0	30169001.0	10200.0	400.0	244.0	2.392156862745098	95.0%	0.0	150788.0	150887.0	4.0	6.0	51.0	2.0	1.0	520	30166400	30168600	0.0178270068496633	0.4904458598726114	0.49044585987261147
chr19	30225200.0	30225600.0	chr19	30216801.0	30229601.0	12800.0	400.0	242.0	1.890625	95.0%	0.0	151078.0	151177.0	4.0	6.0	64.0	2.0	1.0	521	30224400	30226600	0.0003891608110369	0.5444191343963554	0.5444191343963554
chr19	30227800.0	30228200.0	chr19	30219401.0	30228801.0	9400.0	400.0	249.0	2.648936170212766	95.0%	0.0	151091.0	151190.0	4.0	6.0	47.0	2.0	1.0	522	30227000	30229200	0.0134956162512828	0.3248502994011976	0.3248502994011976
chr19	30245600.0	30246000.0	chr19	30237201.0	30248601.0	11400.0	400.0	200.0	1.7543859649122806	95.0%	0.0	151180.0	151279.0	4.0	6.0	57.0	2.0	1.0	523	30244800	30247000	0.1166528194809004	0.5521126760563381	0.5521126760563381
chr19	30275000.0	30275400.0	chr19	30266601.0	30276801.0	10200.0	400.0	179.0	1.7549019607843137	95.0%	0.0	151327.0	151426.0	4.0	6.0	51.0	2.0	1.0	524	30274200	30276400	0.0312287957102005	0.4514285714285714	0.4514285714285714
chr19	30296400.0	30296800.0	chr19	30288001.0	30299401.0	11400.0	400.0	211.0	1.850877192982456	95.0%	0.0	151434.0	151533.0	4.0	6.0	57.0	2.0	1.0	525	30295600	30297800	0.0029748990634841	0.5403225806451613	0.5403225806451613
chr19	30302200.0	30302600.0	chr19	30293801.0	30302801.0	9000.0	400.0	236.0	2.6222222222222222	95.0%	0.0	151463.0	151562.0	4.0	6.0	45.0	2.0	2.0	526	30301400	30303600	0.0004863698459419	0.3680387409200968	0.36803874092009686
chr19	30310800.0	30311200.0	chr19	30302401.0	30316601.0	14200.0	400.0	283.0	1.9929577464788732	95.0%	0.0	151506.0	151605.0	4.0	6.0	71.0	2.0	1.0	527	30310000	30312200	1.6439026293371915e-05	0.5845511482254697	0.5845511482254697
chr19	30339400.0	30339800.0	chr19	30331001.0	30343401.0	12400.0	400.0	200.0	1.6129032258064515	95.0%	0.0	151649.0	151748.0	4.0	6.0	62.0	2.0	1.0	528	30338600	30340800	0.0131060780829325	0.5602240896358543	0.5602240896358543
chr19	30359800.0	30360200.0	chr19	30351401.0	30365001.0	13600.0	400.0	263.0	1.9338235294117647	95.0%	0.0	151751.0	151850.0	4.0	6.0	68.0	2.0	2.0	529	30359000	30361200	0.0047973207599766	0.6289156626506024	0.6289156626506024
chr19	30651000.0	30651400.0	chr19	30642601.0	30648801.0	6200.0	400.0	175.0	2.8225806451612905	95.0%	0.0	153207.0	153306.0	4.0	6.0	31.0	2.0	1.0	530	30650200	30652400	8.116007022546658e-05	0.0392156862745098	0.0392156862745098
chr19	30666200.0	30666600.0	chr19	30657801.0	30667801.0	10000.0	400.0	281.0	2.81	95.0%	0.0	153283.0	153382.0	4.0	6.0	50.0	2.0	1.0	531	30665400	30667600	1.2691985788256311e-14	0.6157517899761337	0.6157517899761337
chr19	30685600.0	30686000.0	chr19	30677201.0	30687601.0	10400.0	400.0	211.0	2.0288461538461537	95.0%	0.0	153380.0	153479.0	4.0	6.0	52.0	2.0	1.0	532	30684800	30687000	0.0017901846413399	0.6530612244897959	0.6530612244897959
chr19	32224400.0	32224800.0	chr19	32216001.0	32229601.0	13600.0	400.0	237.0	1.7426470588235294	95.0%	0.0	161074.0	161173.0	4.0	6.0	68.0	2.0	1.0	533	32223600	32225800	8.963905599483668e-07	0.6505681818181818	0.6505681818181818
chr19	32280400.0	32280800.0	chr19	32272001.0	32283401.0	11400.0	400.0	212.0	1.8596491228070176	95.0%	0.0	161354.0	161453.0	4.0	6.0	57.0	2.0	1.0	534	32279600	32281800	0.4121395854228317	0.6170886075949367	0.6170886075949367
chr19	32287800.0	32288200.0	chr19	32279401.0	32294201.0	14800.0	400.0	318.0	2.1486486486486487	95.0%	0.0	161391.0	161490.0	4.0	6.0	74.0	2.0	2.0	535	32287000	32289200	0.1183291454796772	0.6101364522417154	0.6101364522417154
chr19	32322600.0	32323000.0	chr19	32314201.0	32331001.0	16800.0	400.0	386.0	2.297619047619047	95.0%	0.0	161565.0	161664.0	4.0	6.0	84.0	2.0	2.0	536	32321800	32324000	2.2756757682267e-08	0.6536502546689303	0.6536502546689303
chr19	32326000.0	32326400.0	chr19	32319601.0	32330201.0	10600.0	400.0	342.0	3.2264150943396226	95.0%	0.0	161582.0	161681.0	4.0	16.0	53.0	2.0	2.0	537	32325200	32327400	0.0569748928086749	0.6828282828282828	0.6828282828282828
chr19	32330600.0	32331000.0	chr19	32322201.0	32336001.0	13800.0	400.0	328.0	2.3768115942028984	95.0%	0.0	161605.0	161704.0	4.0	6.0	69.0	2.0	1.0	538	32329800	32332000	0.0422659652992116	0.6442687747035574	0.6442687747035574
chr19	32340000.0	32340400.0	chr19	32331601.0	32345401.0	13800.0	400.0	447.0	3.239130434782609	95.0%	0.0	161652.0	161751.0	4.0	6.0	69.0	2.0	2.0	539	32339200	32341400	2.178250542073226e-14	0.625	0.625
chr19	32351000.0	32351400.0	chr19	32342601.0	32356801.0	14200.0	400.0	185.0	1.3028169014084507	95.0%	0.0	161707.0	161806.0	4.0	6.0	71.0	2.0	1.0	540	32350200	32352400	0.2236821658085055	0.631578947368421	0.631578947368421
chr19	32371000.0	32371400.0	chr19	32362601.0	32376201.0	13600.0	400.0	399.0	2.9338235294117645	95.0%	0.0	161807.0	161906.0	4.0	6.0	68.0	2.0	2.0	541	32370200	32372400	1.0627460037173705e-07	0.7247706422018348	0.7247706422018348
chr19	32378800.0	32379200.0	chr19	32370401.0	32384001.0	13600.0	400.0	262.0	1.9264705882352944	95.0%	0.0	161846.0	161945.0	4.0	6.0	68.0	2.0	1.0	542	32378000	32380200	0.0013075081751617	0.565121412803532	0.565121412803532
chr19	32405200.0	32405600.0	chr19	32396801.0	32414201.0	17400.0	400.0	777.0	4.4655172413793105	95.0%	0.0	161978.0	162077.0	4.0	6.0	87.0	2.0	2.0	543	32404400	32406600	1.8211959145198478e-40	0.640625	0.640625
chr19	32407000.0	32407400.0	chr19	32398601.0	32409801.0	11200.0	400.0	341.0	3.044642857142857	95.0%	0.0	161987.0	162086.0	4.0	6.0	56.0	2.0	2.0	544	32406200	32408400	0.0730968470239389	0.5215311004784688	0.5215311004784688
chr19	32416200.0	32416600.0	chr19	32407801.0	32421601.0	13800.0	400.0	315.0	2.282608695652174	95.0%	0.0	162033.0	162132.0	4.0	6.0	69.0	2.0	1.5	545	32415400	32417600	0.0009581831589176	0.609375	0.609375
chr19	32419000.0	32419400.0	chr19	32410601.0	32425201.0	14600.0	400.0	363.0	2.4863013698630136	95.0%	0.0	162047.0	162146.0	4.0	6.0	73.0	2.0	1.0	546	32418200	32420400	0.0444144059064216	0.7188755020080321	0.7188755020080321
chr19	32471200.0	32471600.0	chr19	32462801.0	32478001.0	15200.0	400.0	315.0	2.0723684210526314	95.0%	0.0	162308.0	162407.0	4.0	6.0	76.0	2.0	2.0	547	32470400	32472600	0.0074465042274971	0.5957854406130269	0.5957854406130269
chr19	32474200.0	32474600.0	chr19	32465801.0	32478401.0	12600.0	400.0	349.0	2.7698412698412698	95.0%	0.0	162323.0	162422.0	4.0	6.0	63.0	2.0	2.0	548	32473400	32475600	6.00692253393693e-06	0.6007130124777184	0.6007130124777184
chr19	32478000.0	32478400.0	chr19	32469601.0	32480201.0	10600.0	400.0	323.0	3.047169811320755	95.0%	0.0	162342.0	162441.0	4.0	6.0	53.0	2.0	2.0	549	32477200	32479400	3.4315558631478098e-06	0.5142857142857142	0.5142857142857142
chr19	32480400.0	32480800.0	chr19	32472001.0	32488601.0	16600.0	400.0	436.0	2.6265060240963853	95.0%	0.0	162354.0	162453.0	4.0	6.0	83.0	2.0	2.0	550	32479600	32481800	1.6519132008157126e-13	0.614950634696756	0.614950634696756
chr19	32484200.0	32484600.0	chr19	32475801.0	32489201.0	13400.0	400.0	321.0	2.3955223880597014	95.0%	0.0	162373.0	162472.0	4.0	6.0	67.0	2.0	1.0	551	32483400	32485600	0.0010898544595373	0.5288135593220339	0.5288135593220339
chr19	32497000.0	32497400.0	chr19	32488601.0	32502601.0	14000.0	400.0	296.0	2.1142857142857143	95.0%	0.0	162437.0	162536.0	4.0	6.0	70.0	2.0	1.5	552	32496200	32498400	0.0001777842237771	0.6365591397849463	0.6365591397849463
chr19	32498800.0	32499200.0	chr19	32490401.0	32499601.0	9200.0	400.0	163.0	1.7717391304347827	95.0%	0.0	162446.0	162545.0	4.0	6.0	46.0	2.0	1.0	553	32498000	32500200	0.4187723715994076	0.3471502590673575	0.3471502590673575
chr19	32553000.0	32553400.0	chr19	32544601.0	32558201.0	13600.0	400.0	402.0	2.9558823529411766	95.0%	0.0	162717.0	162816.0	4.0	6.0	68.0	2.0	1.0	554	32552200	32554400	2.2476924084440793e-08	0.6382636655948553	0.6382636655948553
chr19	32563800.0	32564200.0	chr19	32555401.0	32567401.0	12000.0	400.0	389.0	3.2416666666666667	95.0%	0.0	162771.0	162870.0	4.0	6.0	60.0	2.0	2.0	555	32563000	32565200	0.0133434535807166	0.59375	0.59375
chr19	32570400.0	32570800.0	chr19	32565401.0	32575201.0	9800.0	400.0	295.0	3.010204081632653	95.0%	0.0	162804.0	162903.0	4.0	23.0	49.0	2.0	1.0	556	32569600	32571800	0.396909644774064	0.5457943925233645	0.5457943925233645
chr19	32573200.0	32573600.0	chr19	32564801.0	32580201.0	15400.0	400.0	321.0	2.0844155844155843	95.0%	0.0	162818.0	162917.0	4.0	6.0	77.0	2.0	2.0	557	32572400	32574600	0.0283940977203232	0.6469387755102041	0.6469387755102041
chr19	32598000.0	32598400.0	chr19	32589601.0	32603401.0	13800.0	400.0	360.0	2.608695652173913	95.0%	0.0	162942.0	163041.0	4.0	6.0	69.0	2.0	1.0	558	32597200	32599400	0.0318732703714743	0.5733558178752108	0.5733558178752108
